CodeCommune;Code Région;Code Département;Commune;Région;Département;CodePostale;CodePostaleCorrigé;CodePostaleCorrigé;test
38095;84;38;CHATTE;AUVERGNE RHONE ALPES;ISERE;38160;38160;38160;'38160
38097;84;38;CHAVANOZ;AUVERGNE RHONE ALPES;ISERE;38230;38230;38230;'38230
38098;84;38;CHELIEU;AUVERGNE RHONE ALPES;ISERE;38730;38730;38730;'38730
38099;84;38;CHEVRIERES;AUVERGNE RHONE ALPES;ISERE;38160;38160;38160;'38160
38100;84;38;CHEYLAS;AUVERGNE RHONE ALPES;ISERE;38570;38570;38570;'38570
38101;84;38;CHEYSSIEU;AUVERGNE RHONE ALPES;ISERE;38550;38550;38550;'38550
38102;84;38;CHEZENEUVE;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38103;84;38;CHICHILIANNE;AUVERGNE RHONE ALPES;ISERE;38930;38930;38930;'38930
38104;84;38;CHIMILIN;AUVERGNE RHONE ALPES;ISERE;38490;38490;38490;'38490
38105;84;38;CHIRENS;AUVERGNE RHONE ALPES;ISERE;38850;38850;38850;'38850
38106;84;38;CHOLONGE;AUVERGNE RHONE ALPES;ISERE;38220;38220;38220;'38220
38107;84;38;CHONAS L AMBALLAN;AUVERGNE RHONE ALPES;ISERE;38121;38121;38121;'38121
38108;84;38;CHORANCHE;AUVERGNE RHONE ALPES;ISERE;38680;38680;38680;'38680
38109;84;38;CHOZEAU;AUVERGNE RHONE ALPES;ISERE;38460;38460;38460;'38460
38110;84;38;CHUZELLES;AUVERGNE RHONE ALPES;ISERE;38200;38200;38200;'38200
38111;84;38;CLAIX;AUVERGNE RHONE ALPES;ISERE;38640;38640;38640;'38640
38112;84;38;CLAVANS EN HAUT OISANS;AUVERGNE RHONE ALPES;ISERE;38142;38142;38142;'38142
38113;84;38;CLELLES;AUVERGNE RHONE ALPES;ISERE;38930;38930;38930;'38930
38114;84;38;CLONAS SUR VAREZE;AUVERGNE RHONE ALPES;ISERE;38550;38550;38550;'38550
38115;84;38;SAINT MARTIN DE LA CLUZE;AUVERGNE RHONE ALPES;ISERE;38650;38650;38650;'38650
38116;84;38;COGNET;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38117;84;38;COGNIN LES GORGES;AUVERGNE RHONE ALPES;ISERE;38470;38470;38470;'38470
38118;84;38;COLOMBE;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38120;84;38;COMBE DE LANCEY;AUVERGNE RHONE ALPES;ISERE;38190;38190;38190;'38190
38121;;;COMMELLE;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38124;84;38;CORBELIN;AUVERGNE RHONE ALPES;ISERE;38630;38630;38630;'38630
38125;;;CORDEAC;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38126;84;38;CORENC;AUVERGNE RHONE ALPES;ISERE;38700;38700;38700;'38700
38127;84;38;CORNILLON EN TRIEVES;AUVERGNE RHONE ALPES;ISERE;38710;38710;38710;'38710
38128;84;38;CORPS;AUVERGNE RHONE ALPES;ISERE;38970;38970;38970;'38970
38129;84;38;CORRENCON EN VERCORS;AUVERGNE RHONE ALPES;ISERE;38250;38250;38250;'38250
38130;84;38;COTE SAINT ANDRE;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38131;84;38;COTES D AREY;AUVERGNE RHONE ALPES;ISERE;38138;38138;38138;'38138
38132;84;38;COTES DE CORPS;AUVERGNE RHONE ALPES;ISERE;38970;38970;38970;'38970
38133;84;38;COUBLEVIE;AUVERGNE RHONE ALPES;ISERE;38500;38500;38500;'38500
38134;84;38;COUR ET BUIS;AUVERGNE RHONE ALPES;ISERE;38122;38122;38122;'38122
38135;84;38;COURTENAY;AUVERGNE RHONE ALPES;ISERE;38510;38510;38510;'38510
38136;84;38;CRACHIER;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38137;84;38;CRAS;AUVERGNE RHONE ALPES;ISERE;38210;38210;38210;'38210
38138;84;38;CREMIEU;AUVERGNE RHONE ALPES;ISERE;38460;38460;38460;'38460
38139;84;38;CREYS MEPIEU;AUVERGNE RHONE ALPES;ISERE;38510;38510;38510;'38510
38140;84;38;CROLLES;AUVERGNE RHONE ALPES;ISERE;38920;38920;38920;'38920
38141;84;38;CULIN;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38144;84;38;DIEMOZ;AUVERGNE RHONE ALPES;ISERE;38790;38790;38790;'38790
38145;;;DIONAY;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38146;84;38;DIZIMIEU;AUVERGNE RHONE ALPES;ISERE;38460;38460;38460;'38460
38147;84;38;DOISSIN;AUVERGNE RHONE ALPES;ISERE;38730;38730;38730;'38730
38148;84;38;DOLOMIEU;AUVERGNE RHONE ALPES;ISERE;38110;38110;38110;'38110
38149;84;38;DOMARIN;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38150;84;38;DOMENE;AUVERGNE RHONE ALPES;ISERE;38420;38420;38420;'38420
38151;84;38;ECHIROLLES;AUVERGNE RHONE ALPES;ISERE;38130;38130;38130;'38130
38152;84;38;ECLOSE BADINIERES;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38153;84;38;ENGINS;AUVERGNE RHONE ALPES;ISERE;38360;38360;38360;'38360
38154;84;38;ENTRAIGUES;AUVERGNE RHONE ALPES;ISERE;38740;38740;38740;'38740
38155;84;38;ENTRE DEUX GUIERS;AUVERGNE RHONE ALPES;ISERE;38380;38380;38380;'38380
38156;84;38;EPARRES;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38157;84;38;ESTRABLIN;AUVERGNE RHONE ALPES;ISERE;38780;38780;38780;'38780
38158;84;38;EYBENS;AUVERGNE RHONE ALPES;ISERE;38320;38320;38320;'38320
38159;84;38;EYDOCHE;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38160;84;38;EYZIN PINET;AUVERGNE RHONE ALPES;ISERE;38780;38780;38780;'38780
38161;84;38;FARAMANS;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38162;84;38;FAVERGES DE LA TOUR;AUVERGNE RHONE ALPES;ISERE;38110;38110;38110;'38110
38163;84;38;HAUT BREDA;AUVERGNE RHONE ALPES;ISERE;38580;38580;38580;'38580
38163;;;FERRIERE;#N/A;#N/A;38580;38580;38580;'38580
38165;;;FITILIEU;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38166;84;38;FLACHERE;AUVERGNE RHONE ALPES;ISERE;38530;38530;38530;'38530
38167;84;38;FLACHERES;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38169;84;38;FONTAINE;AUVERGNE RHONE ALPES;ISERE;38600;38600;38600;'38600
38170;84;38;FONTANIL CORNILLON;AUVERGNE RHONE ALPES;ISERE;38120;38120;38120;'38120
38171;84;38;FORTERESSE;AUVERGNE RHONE ALPES;ISERE;38590;38590;38590;'38590
38172;84;38;FOUR;AUVERGNE RHONE ALPES;ISERE;38080;38080;38080;'38080
38173;84;38;FRENEY D OISANS;AUVERGNE RHONE ALPES;ISERE;38142;38142;38142;'38142
38174;84;38;FRETTE;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38175;84;38;FROGES;AUVERGNE RHONE ALPES;ISERE;38190;38190;38190;'38190
38176;84;38;FRONTONAS;AUVERGNE RHONE ALPES;ISERE;38290;38290;38290;'38290
38177;84;38;GARDE;AUVERGNE RHONE ALPES;ISERE;38520;38520;38520;'38520
38179;84;38;GIERES;AUVERGNE RHONE ALPES;ISERE;38610;38610;38610;'38610
38180;84;38;GILLONNAY;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38181;84;38;GONCELIN;AUVERGNE RHONE ALPES;ISERE;38570;38570;38570;'38570
38182;84;38;GRAND LEMPS;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38183;84;38;GRANIEU;AUVERGNE RHONE ALPES;ISERE;38490;38490;38490;'38490
38184;84;38;GRENAY;AUVERGNE RHONE ALPES;ISERE;38540;38540;38540;'38540
38185;84;38;GRENOBLE;AUVERGNE RHONE ALPES;ISERE;38000;38000;38000;'38000
38186;84;38;GRESSE EN VERCORS;AUVERGNE RHONE ALPES;ISERE;38650;38650;38650;'38650
38187;84;38;GUA;AUVERGNE RHONE ALPES;ISERE;38450;38450;38450;'38450
38188;84;38;HERBEYS;AUVERGNE RHONE ALPES;ISERE;38320;38320;38320;'38320
38189;84;38;HEYRIEUX;AUVERGNE RHONE ALPES;ISERE;38540;38540;38540;'38540
38190;84;38;HIERES SUR AMBY;AUVERGNE RHONE ALPES;ISERE;38118;38118;38118;'38118
38191;84;38;HUEZ;AUVERGNE RHONE ALPES;ISERE;38750;38750;38750;'38750
38192;84;38;HURTIERES;AUVERGNE RHONE ALPES;ISERE;38570;38570;38570;'38570
38193;84;38;ISLE D ABEAU;AUVERGNE RHONE ALPES;ISERE;38080;38080;38080;'38080
38194;84;38;IZEAUX;AUVERGNE RHONE ALPES;ISERE;38140;38140;38140;'38140
38195;84;38;IZERON;AUVERGNE RHONE ALPES;ISERE;38160;38160;38160;'38160
38197;84;38;JANNEYRIAS;AUVERGNE RHONE ALPES;ISERE;38280;38280;38280;'38280
38198;84;38;JARCIEU;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38199;84;38;JARDIN;AUVERGNE RHONE ALPES;ISERE;38200;38200;38200;'38200
38200;84;38;JARRIE;AUVERGNE RHONE ALPES;ISERE;38560;38560;38560;'38560
38203;84;38;LAFFREY;AUVERGNE RHONE ALPES;ISERE;38220;38220;38220;'38220
38204;84;38;LALLEY;AUVERGNE RHONE ALPES;ISERE;38930;38930;38930;'38930
38205;84;38;LANS EN VERCORS;AUVERGNE RHONE ALPES;ISERE;38250;38250;38250;'38250
38206;84;38;LAVAL EN BELLEDONNE;AUVERGNE RHONE ALPES;ISERE;38190;38190;38190;'38190
38207;84;38;LAVALDENS;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38208;84;38;LAVARS;AUVERGNE RHONE ALPES;ISERE;38710;38710;38710;'38710
38209;84;38;LENTIOL;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38210;84;38;LEYRIEU;AUVERGNE RHONE ALPES;ISERE;38460;38460;38460;'38460
38211;84;38;LIEUDIEU;AUVERGNE RHONE ALPES;ISERE;38440;38440;38440;'38440
38212;84;38;LIVET ET GAVET;AUVERGNE RHONE ALPES;ISERE;38220;38220;38220;'38220
38213;84;38;LONGECHENAL;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38214;84;38;LUMBIN;AUVERGNE RHONE ALPES;ISERE;38660;38660;38660;'38660
38215;84;38;LUZINAY;AUVERGNE RHONE ALPES;ISERE;38200;38200;38200;'38200
38216;84;38;MALLEVAL EN VERCORS;AUVERGNE RHONE ALPES;ISERE;38470;38470;38470;'38470
38217;84;38;MARCIEU;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38218;84;38;MARCILLOLES;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38219;84;38;MARCOLLIN;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38221;84;38;MARNANS;AUVERGNE RHONE ALPES;ISERE;38980;38980;38980;'38980
38222;84;38;MASSIEU;AUVERGNE RHONE ALPES;ISERE;38620;38620;38620;'38620
38223;84;38;MAUBEC;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38224;84;38;MAYRES SAVEL;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38225;84;38;AUTRANS MEAUDRE EN VERCORS;AUVERGNE RHONE ALPES;ISERE;38112;38112;38112;'38112
38225;;;MEAUDRE;#N/A;#N/A;38112;38112;38112;'38112
38226;84;38;MENS;AUVERGNE RHONE ALPES;ISERE;38710;38710;38710;'38710
38228;84;38;MERLAS;AUVERGNE RHONE ALPES;ISERE;38620;38620;38620;'38620
38229;84;38;MEYLAN;AUVERGNE RHONE ALPES;ISERE;38240;38240;38240;'38240
38230;84;38;MEYRIE;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38231;84;38;MEYRIEU LES ETANGS;AUVERGNE RHONE ALPES;ISERE;38440;38440;38440;'38440
38232;84;38;MEYSSIEZ;AUVERGNE RHONE ALPES;ISERE;38440;38440;38440;'38440
38235;84;38;MIRIBEL LANCHATRE;AUVERGNE RHONE ALPES;ISERE;38450;38450;38450;'38450
38236;84;38;MIRIBEL LES ECHELLES;AUVERGNE RHONE ALPES;ISERE;38380;38380;38380;'38380
38237;84;38;MIZOEN;AUVERGNE RHONE ALPES;ISERE;38142;38142;38142;'38142
38238;84;38;MOIDIEU DETOURBE;AUVERGNE RHONE ALPES;ISERE;38440;38440;38440;'38440
38239;84;38;MOIRANS;AUVERGNE RHONE ALPES;ISERE;38430;38430;38430;'38430
38240;84;38;MOISSIEU SUR DOLON;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38241;84;38;MONESTIER D AMBEL;AUVERGNE RHONE ALPES;ISERE;38970;38970;38970;'38970
38242;84;38;MONESTIER DE CLERMONT;AUVERGNE RHONE ALPES;ISERE;38650;38650;38650;'38650
38243;84;38;MONESTIER DU PERCY;AUVERGNE RHONE ALPES;ISERE;38930;38930;38930;'38930
38244;84;38;MONSTEROUX MILIEU;AUVERGNE RHONE ALPES;ISERE;38122;38122;38122;'38122
38245;84;38;MONTAGNE;AUVERGNE RHONE ALPES;ISERE;38160;38160;38160;'38160
38246;84;38;MONTAGNIEU;AUVERGNE RHONE ALPES;ISERE;38110;38110;38110;'38110
38247;84;38;MONTALIEU VERCIEU;AUVERGNE RHONE ALPES;ISERE;38390;38390;38390;'38390
38248;84;38;MONTAUD;AUVERGNE RHONE ALPES;ISERE;38210;38210;38210;'38210
38249;84;38;MONTBONNOT SAINT MARTIN;AUVERGNE RHONE ALPES;ISERE;38330;38330;38330;'38330
38250;84;38;MONTCARRA;AUVERGNE RHONE ALPES;ISERE;38890;38890;38890;'38890
38252;84;38;MONTCHABOUD;AUVERGNE RHONE ALPES;ISERE;38220;38220;38220;'38220
38253;84;38;DEUX ALPES;AUVERGNE RHONE ALPES;ISERE;38860;38860;38860;'38860
38253;;;MONT DE LANS;#N/A;#N/A;38860;38860;38860;'38860
38254;84;38;MONTEYNARD;AUVERGNE RHONE ALPES;ISERE;38770;38770;38770;'38770
38255;84;38;MONTFALCON;AUVERGNE RHONE ALPES;ISERE;38940;38940;38940;'38940
38256;84;38;MONTFERRAT;AUVERGNE RHONE ALPES;ISERE;38620;38620;38620;'38620
38257;84;38;MONTREVEL;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38258;84;38;MONT SAINT MARTIN;AUVERGNE RHONE ALPES;ISERE;38120;38120;38120;'38120
38259;84;38;MONTSEVEROUX;AUVERGNE RHONE ALPES;ISERE;38122;38122;38122;'38122
38260;84;38;MORAS;AUVERGNE RHONE ALPES;ISERE;38460;38460;38460;'38460
38261;84;38;MORESTEL;AUVERGNE RHONE ALPES;ISERE;38510;38510;38510;'38510
38262;;;MORETEL DE MAILLES;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38263;84;38;MORETTE;AUVERGNE RHONE ALPES;ISERE;38210;38210;38210;'38210
38264;84;38;MORTE;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38265;84;38;MOTTE D AVEILLANS;AUVERGNE RHONE ALPES;ISERE;38770;38770;38770;'38770
38266;84;38;MOTTE SAINT MARTIN;AUVERGNE RHONE ALPES;ISERE;38770;38770;38770;'38770
38267;84;38;MOTTIER;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38268;84;38;MOUTARET;AUVERGNE RHONE ALPES;ISERE;38580;38580;38580;'38580
38269;84;38;MURE;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38270;84;38;MURETTE;AUVERGNE RHONE ALPES;ISERE;38140;38140;38140;'38140
38271;84;38;MURIANETTE;AUVERGNE RHONE ALPES;ISERE;38420;38420;38420;'38420
38272;84;38;MURINAIS;AUVERGNE RHONE ALPES;ISERE;38160;38160;38160;'38160
38273;84;38;NANTES EN RATIER;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38274;;;NANTOIN;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38275;84;38;SERRE NERPOL;AUVERGNE RHONE ALPES;ISERE;38470;38470;38470;'38470
38276;84;38;NIVOLAS VERMELLE;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38277;84;38;NOTRE DAME DE COMMIERS;AUVERGNE RHONE ALPES;ISERE;38450;38450;38450;'38450
38278;84;38;NOTRE DAME DE L OSIER;AUVERGNE RHONE ALPES;ISERE;38470;38470;38470;'38470
38279;84;38;NOTRE DAME DE MESAGE;AUVERGNE RHONE ALPES;ISERE;38220;38220;38220;'38220
38280;84;38;NOTRE DAME DE VAULX;AUVERGNE RHONE ALPES;ISERE;38144;38144;38144;'38144
38281;84;38;NOYAREY;AUVERGNE RHONE ALPES;ISERE;38360;38360;38360;'38360
38282;84;38;OPTEVOZ;AUVERGNE RHONE ALPES;ISERE;38460;38460;38460;'38460
38283;84;38;ORIS EN RATTIER;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38284;84;38;ORNACIEUX BALBINS;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38284;;;ORNACIEUX;#N/A;#N/A;38260;38260;38260;'38260
38285;84;38;ORNON;AUVERGNE RHONE ALPES;ISERE;38520;38520;38520;'38520
38286;84;38;OULLES;AUVERGNE RHONE ALPES;ISERE;38520;38520;38520;'38520
38287;84;38;OYEU;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38288;84;38;OYTIER SAINT OBLAS;AUVERGNE RHONE ALPES;ISERE;38780;38780;38780;'38780
38289;84;38;OZ;AUVERGNE RHONE ALPES;ISERE;38114;38114;38114;'38114
38290;84;38;PACT;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38291;84;38;PAJAY;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38292;84;38;VILLAGES DU LAC DE PALADRU;AUVERGNE RHONE ALPES;ISERE;38850;38850;38850;'38850
38292;;;PALADRU;#N/A;#N/A;38850;38850;38850;'38850
38294;84;38;PANOSSAS;AUVERGNE RHONE ALPES;ISERE;38460;38460;38460;'38460
38295;84;38;PARMILIEU;AUVERGNE RHONE ALPES;ISERE;38390;38390;38390;'38390
38296;84;38;PASSAGE;AUVERGNE RHONE ALPES;ISERE;38490;38490;38490;'38490
38297;84;38;ARANDON PASSINS;AUVERGNE RHONE ALPES;ISERE;38510;38510;38510;'38510
38297;;;PASSINS;#N/A;#N/A;38510;38510;38510;'38510
38298;84;38;PEAGE DE ROUSSILLON;AUVERGNE RHONE ALPES;ISERE;38550;38550;38550;'38550
38299;84;38;PELLAFOL;AUVERGNE RHONE ALPES;ISERE;38970;38970;38970;'38970
38300;84;38;PENOL;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38301;84;38;PERCY;AUVERGNE RHONE ALPES;ISERE;38930;38930;38930;'38930
38302;;;PERIER;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38303;84;38;PIERRE;AUVERGNE RHONE ALPES;ISERE;38570;38570;38570;'38570
38304;84;38;PIERRE CHATEL;AUVERGNE RHONE ALPES;ISERE;38119;38119;38119;'38119
38305;;;PIN;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38306;;;PINSOT;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38307;84;38;PISIEU;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38308;84;38;PLAN;AUVERGNE RHONE ALPES;ISERE;38590;38590;38590;'38590
38309;84;38;POISAT;AUVERGNE RHONE ALPES;ISERE;38320;38320;38320;'38320
38310;84;38;POLIENAS;AUVERGNE RHONE ALPES;ISERE;38210;38210;38210;'38210
38311;84;38;POMMIER DE BEAUREPAIRE;AUVERGNE RHONE ALPES;ISERE;38260;38260;38260;'38260
38313;84;38;PONSONNAS;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38314;84;38;PONTCHARRA;AUVERGNE RHONE ALPES;ISERE;38530;38530;38530;'38530
38315;84;38;PONT DE BEAUVOISIN;AUVERGNE RHONE ALPES;ISERE;38480;38480;38480;'38480
38316;84;38;PONT DE CHERUY;AUVERGNE RHONE ALPES;ISERE;38230;38230;38230;'38230
38317;84;38;PONT DE CLAIX;AUVERGNE RHONE ALPES;ISERE;38800;38800;38800;'38800
38318;84;38;PONT EVEQUE;AUVERGNE RHONE ALPES;ISERE;38780;38780;38780;'38780
38319;84;38;PONT EN ROYANS;AUVERGNE RHONE ALPES;ISERE;38680;38680;38680;'38680
38320;84;38;PORCIEU AMBLAGNIEU;AUVERGNE RHONE ALPES;ISERE;38390;38390;38390;'38390
38321;84;38;PREBOIS;AUVERGNE RHONE ALPES;ISERE;38710;38710;38710;'38710
38322;84;38;PRESLES;AUVERGNE RHONE ALPES;ISERE;38680;38680;38680;'38680
38323;84;38;PRESSINS;AUVERGNE RHONE ALPES;ISERE;38480;38480;38480;'38480
38324;84;38;PRIMARETTE;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38325;84;38;PROVEYSIEUX;AUVERGNE RHONE ALPES;ISERE;38120;38120;38120;'38120
38326;84;38;PRUNIERES;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38328;84;38;QUAIX EN CHARTREUSE;AUVERGNE RHONE ALPES;ISERE;38950;38950;38950;'38950
38329;84;38;QUET EN BEAUMONT;AUVERGNE RHONE ALPES;ISERE;38970;38970;38970;'38970
38330;84;38;QUINCIEU;AUVERGNE RHONE ALPES;ISERE;38470;38470;38470;'38470
38331;84;38;REAUMONT;AUVERGNE RHONE ALPES;ISERE;38140;38140;38140;'38140
38332;84;38;RENAGE;AUVERGNE RHONE ALPES;ISERE;38140;38140;38140;'38140
38333;84;38;RENCUREL;AUVERGNE RHONE ALPES;ISERE;38680;38680;38680;'38680
38334;84;38;REVEL;AUVERGNE RHONE ALPES;ISERE;38420;38420;38420;'38420
38335;84;38;REVEL TOURDAN;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38336;84;38;REVENTIN VAUGRIS;AUVERGNE RHONE ALPES;ISERE;38121;38121;38121;'38121
38337;84;38;RIVES;AUVERGNE RHONE ALPES;ISERE;38140;38140;38140;'38140
38338;84;38;RIVIERE;AUVERGNE RHONE ALPES;ISERE;38210;38210;38210;'38210
38339;84;38;ROCHE;AUVERGNE RHONE ALPES;ISERE;38090;38090;38090;'38090
38340;84;38;ROCHES DE CONDRIEU;AUVERGNE RHONE ALPES;ISERE;38370;38370;38370;'38370
38341;84;38;ROCHETOIRIN;AUVERGNE RHONE ALPES;ISERE;38110;38110;38110;'38110
38342;84;38;ROISSARD;AUVERGNE RHONE ALPES;ISERE;38650;38650;38650;'38650
38343;84;38;ROMAGNIEU;AUVERGNE RHONE ALPES;ISERE;38480;38480;38480;'38480
38344;84;38;ROUSSILLON;AUVERGNE RHONE ALPES;ISERE;38150;38150;38150;'38150
38345;84;38;ROVON;AUVERGNE RHONE ALPES;ISERE;38470;38470;38470;'38470
38346;84;38;ROYAS;AUVERGNE RHONE ALPES;ISERE;38440;38440;38440;'38440
38347;84;38;ROYBON;AUVERGNE RHONE ALPES;ISERE;38940;38940;38940;'38940
38348;84;38;RUY MONTCEAU;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38349;84;38;SABLONS;AUVERGNE RHONE ALPES;ISERE;38550;38550;38550;'38550
38350;84;38;SAINTE AGNES;AUVERGNE RHONE ALPES;ISERE;38190;38190;38190;'38190
38351;84;38;SAINT AGNIN SUR BION;AUVERGNE RHONE ALPES;ISERE;38300;38300;38300;'38300
38352;84;38;SAINT ALBAN DE ROCHE;AUVERGNE RHONE ALPES;ISERE;38080;38080;38080;'38080
38353;84;38;SAINT ALBAN DU RHONE;AUVERGNE RHONE ALPES;ISERE;38370;38370;38370;'38370
38354;84;38;SAINT ALBIN DE VAULSERRE;AUVERGNE RHONE ALPES;ISERE;38480;38480;38480;'38480
38355;84;38;SAINT ANDEOL;AUVERGNE RHONE ALPES;ISERE;38650;38650;38650;'38650
38356;84;38;SAINT ANDRE EN ROYANS;AUVERGNE RHONE ALPES;ISERE;38680;38680;38680;'38680
38357;84;38;SAINT ANDRE LE GAZ;AUVERGNE RHONE ALPES;ISERE;38490;38490;38490;'38490
38358;84;38;SAINTE ANNE SUR GERVONDE;AUVERGNE RHONE ALPES;ISERE;38440;38440;38440;'38440
38359;84;38;SAINT ANTOINE L ABBAYE;AUVERGNE RHONE ALPES;ISERE;38160;38160;38160;'38160
38360;84;38;SAINT APPOLINARD;AUVERGNE RHONE ALPES;ISERE;38160;38160;38160;'38160
38361;84;38;SAINT AREY;AUVERGNE RHONE ALPES;ISERE;38350;38350;38350;'38350
38362;84;38;SAINT AUPRE;AUVERGNE RHONE ALPES;ISERE;38960;38960;38960;'38960
38363;84;38;SAINT BARTHELEMY;AUVERGNE RHONE ALPES;ISERE;38270;38270;38270;'38270
38364;84;38;SAINT BARTHELEMY DE SECHILIENNE;AUVERGNE RHONE ALPES;ISERE;38220;38220;38220;'38220
38365;84;38;SAINT BAUDILLE DE LA TOUR;AUVERGNE RHONE ALPES;ISERE;38118;38118;38118;'38118
38366;84;38;SAINT BAUDILLE ET PIPET;AUVERGNE RHONE ALPES;ISERE;38710;38710;38710;'38710
38367;;;SAINT BERNARD;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
38368;84;38;SAINT BLAISE DU BUIS;AUVERGNE RHONE ALPES;ISERE;38140;38140;38140;'38140
38369;84;38;SAINTE BLANDINE;AUVERGNE RHONE ALPES;ISERE;38110;38110;38110;'38110
38370;84;38;SAINT BONNET DE CHAVAGNE;AUVERGNE RHONE ALPES;ISERE;38840;38840;38840;'38840
38372;84;38;SAINT BUEIL;AUVERGNE RHONE ALPES;ISERE;38620;38620;38620;'38620
38373;84;38;SAINT CASSIEN;AUVERGNE RHONE ALPES;ISERE;38500;38500;38500;'38500
38374;84;38;SAINT CHEF;AUVERGNE RHONE ALPES;ISERE;38890;38890;38890;'38890
38375;84;38;SAINT CHRISTOPHE EN OISANS;AUVERGNE RHONE ALPES;ISERE;38520;38520;38520;'38520
38376;84;38;SAINT CHRISTOPHE SUR GUIERS;AUVERGNE RHONE ALPES;ISERE;38380;38380;38380;'38380
38377;84;38;SAINT CLAIR DE LA TOUR;AUVERGNE RHONE ALPES;ISERE;38110;38110;38110;'38110
38378;84;38;SAINT CLAIR DU RHONE;AUVERGNE RHONE ALPES;ISERE;38370;38370;38370;'38370
38379;84;38;SAINT CLAIR SUR GALAURE;AUVERGNE RHONE ALPES;ISERE;38940;38940;38940;'38940
38380;84;38;SAINT DIDIER DE BIZONNES;AUVERGNE RHONE ALPES;ISERE;38690;38690;38690;'38690
38381;84;38;SAINT DIDIER DE LA TOUR;AUVERGNE RHONE ALPES;ISERE;38110;38110;38110;'38110
38382;84;38;SAINT EGREVE;AUVERGNE RHONE ALPES;ISERE;38120;38120;38120;'38120
38383;84;38;SAINT ETIENNE DE CROSSEY;AUVERGNE RHONE ALPES;ISERE;38960;38960;38960;'38960
38384;84;38;SAINT ETIENNE DE SAINT GEOIRS;AUVERGNE RHONE ALPES;ISERE;38590;38590;38590;'38590
38386;84;38;SAINT GEOIRE EN VALDAINE;AUVERGNE RHONE ALPES;ISERE;38620;38620;38620;'38620
