CodeCommune;Code Région;Code Département;Commune;Région;Département;CodePostale;CodePostaleCorrigé;CodePostaleCorrigé;test
27643;28;27;TILLIERES SUR AVRE;NORMANDIE;EURE;27570;27570;27570;'27570
27644;28;27;TILLY;NORMANDIE;EURE;27510;27510;27510;'27510
27645;28;27;TOCQUEVILLE;NORMANDIE;EURE;27500;27500;27500;'27500
27646;28;27;TORPT;NORMANDIE;EURE;27210;27210;27210;'27210
27648;;;TOSTES;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27649;28;27;TOUFFREVILLE;NORMANDIE;EURE;27440;27440;27440;'27440
27650;28;27;TOURNEDOS BOIS HUBERT;NORMANDIE;EURE;27180;27180;27180;'27180
27651;;;TOURNEDOS SUR SEINE;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27652;28;27;TOURNEVILLE;NORMANDIE;EURE;27930;27930;27930;'27930
27653;;;TOURNY;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27654;28;27;TOURVILLE LA CAMPAGNE;NORMANDIE;EURE;27370;27370;27370;'27370
27655;28;27;TOURVILLE SUR PONT AUDEMER;NORMANDIE;EURE;27500;27500;27500;'27500
27656;28;27;TOUTAINVILLE;NORMANDIE;EURE;27500;27500;27500;'27500
27658;28;27;TREMBLAY OMONVILLE;NORMANDIE;EURE;27110;27110;27110;'27110
27659;28;27;TRINITE;NORMANDIE;EURE;27930;27930;27930;'27930
27660;28;27;TRINITE DE REVILLE;NORMANDIE;EURE;27270;27270;27270;'27270
27661;28;27;TRINITE DE THOUBERVILLE;NORMANDIE;EURE;27310;27310;27310;'27310
27662;28;27;TRIQUEVILLE;NORMANDIE;EURE;27500;27500;27500;'27500
27663;28;27;TRONCQ;NORMANDIE;EURE;27110;27110;27110;'27110
27664;28;27;TRONQUAY;NORMANDIE;EURE;27480;27480;27480;'27480
27665;28;27;TROUVILLE LA HAULE;NORMANDIE;EURE;27680;27680;27680;'27680
27666;28;27;VACHERIE;NORMANDIE;EURE;27400;27400;27400;'27400
27667;28;27;VALAILLES;NORMANDIE;EURE;27300;27300;27300;'27300
27668;28;27;VAL DAVID;NORMANDIE;EURE;27120;27120;27120;'27120
27669;28;27;VALLETOT;NORMANDIE;EURE;27350;27350;27350;'27350
27670;28;27;VANDRIMARE;NORMANDIE;EURE;27380;27380;27380;'27380
27671;28;27;VANNECROCQ;NORMANDIE;EURE;27210;27210;27210;'27210
27672;28;27;VASCOEUIL;NORMANDIE;EURE;27910;27910;27910;'27910
27673;28;27;VATTEVILLE;NORMANDIE;EURE;27430;27430;27430;'27430
27674;28;27;VAUX SUR EURE;NORMANDIE;EURE;27120;27120;27120;'27120
27677;28;27;VENON;NORMANDIE;EURE;27110;27110;27110;'27110
27678;28;27;VENTES;NORMANDIE;EURE;27180;27180;27180;'27180
27679;28;27;VERNEUIL D AVRE ET D ITON;NORMANDIE;EURE;27160;27160;27160;'27160
27679;;;VERNEUIL SUR AVRE;#N/A;#N/A;27160;27160;27160;'27160
27680;28;27;VERNEUSSES;NORMANDIE;EURE;27390;27390;27390;'27390
27681;28;27;VERNON;NORMANDIE;EURE;27200;27200;27200;'27200
27682;28;27;VESLY;NORMANDIE;EURE;27870;27870;27870;'27870
27683;28;27;VEZILLON;NORMANDIE;EURE;27700;27700;27700;'27700
27684;28;27;VIEIL EVREUX;NORMANDIE;EURE;27930;27930;27930;'27930
27685;28;27;VIEILLE LYRE;NORMANDIE;EURE;27330;27330;27330;'27330
27686;28;27;VIEUX PORT;NORMANDIE;EURE;27680;27680;27680;'27680
27687;;;VIEUX VILLEZ;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27689;28;27;VILLEGATS;NORMANDIE;EURE;27120;27120;27120;'27120
27690;28;27;VILLERS EN VEXIN;NORMANDIE;EURE;27420;27420;27420;'27420
27691;28;27;VILLERS SUR LE ROULE;NORMANDIE;EURE;27940;27940;27940;'27940
27692;28;27;VILLETTES;NORMANDIE;EURE;27110;27110;27110;'27110
27693;28;27;SYLVAINS LES MOULINS;NORMANDIE;EURE;27240;27240;27240;'27240
27694;28;27;VILLEZ SOUS BAILLEUL;NORMANDIE;EURE;27950;27950;27950;'27950
27695;28;27;VILLEZ SUR LE NEUBOURG;NORMANDIE;EURE;27110;27110;27110;'27110
27696;28;27;VILLIERS EN DESOEUVRE;NORMANDIE;EURE;27640;27640;27640;'27640
27697;28;27;VIRONVAY;NORMANDIE;EURE;27400;27400;27400;'27400
27698;28;27;VITOT;NORMANDIE;EURE;27110;27110;27110;'27110
27699;28;27;VOISCREVILLE;NORMANDIE;EURE;27520;27520;27520;'27520
27700;28;27;VRAIVILLE;NORMANDIE;EURE;27370;27370;27370;'27370
27701;28;27;VAL DE REUIL;NORMANDIE;EURE;27100;27100;27100;'27100
28001;24;28;ABONDANT;CENTRE VAL DE LOIRE;EURE ET LOIR;28410;28410;28410;'28410
28002;;;ALLAINES MERVILLIERS;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28003;24;28;ALLAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28004;24;28;ALLONNES;CENTRE VAL DE LOIRE;EURE ET LOIR;28150;28150;28150;'28150
28005;24;28;ALLUYES;CENTRE VAL DE LOIRE;EURE ET LOIR;28800;28800;28800;'28800
28006;24;28;AMILLY;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28007;24;28;ANET;CENTRE VAL DE LOIRE;EURE ET LOIR;28260;28260;28260;'28260
28008;24;28;ARDELLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28170;28170;28170;'28170
28009;24;28;ARDELU;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28010;24;28;ARGENVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28480;28480;28480;'28480
28011;;;ARMENONVILLE LES GATINEAUX;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28012;24;28;COMMUNE NOUVELLE D ARROU;CENTRE VAL DE LOIRE;EURE ET LOIR;28290;28290;28290;'28290
28013;24;28;AUNAY SOUS AUNEAU;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28014;24;28;AUNAY SOUS CRECY;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28015;24;28;AUNEAU BLEURY SAINT SYMPHORIEN;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28015;;;AUNEAU;#N/A;#N/A;28700;28700;28700;'28700
28016;24;28;AUTELS VILLEVILLON;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28018;24;28;AUTHON DU PERCHE;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28018;;;AUTHON DU PERCHE;#N/A;#N/A;28330;28330;28330;'28330
28019;24;28;BAIGNEAUX;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28020;;;BAIGNOLET;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28021;24;28;BAILLEAU LE PIN;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28022;24;28;BAILLEAU L EVEQUE;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28023;24;28;BAILLEAU ARMENONVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28320;28320;28320;'28320
28024;24;28;BARJOUVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28630;28630;28630;'28630
28025;24;28;BARMAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28026;24;28;BAUDREVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28027;24;28;BAZOCHE GOUET;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28028;24;28;BAZOCHES EN DUNOIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28029;24;28;BAZOCHES LES HAUTES;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28030;24;28;BEAUCHE;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28031;24;28;BEAUMONT LES AUTELS;CENTRE VAL DE LOIRE;EURE ET LOIR;28480;28480;28480;'28480
28032;24;28;BEAUVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28150;28150;28150;'28150
28033;24;28;BELHOMERT GUEHOUVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28240;28240;28240;'28240
28034;24;28;BERCHERES SAINT GERMAIN;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28035;24;28;BERCHERES LES PIERRES;CENTRE VAL DE LOIRE;EURE ET LOIR;28630;28630;28630;'28630
28036;24;28;BERCHERES SUR VESGRE;CENTRE VAL DE LOIRE;EURE ET LOIR;28260;28260;28260;'28260
28037;24;28;BEROU LA MULOTIERE;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28038;24;28;BETHONVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28039;24;28;BEVILLE LE COMTE;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28040;24;28;BILLANCELLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28041;24;28;BLANDAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28043;;;BLEVY;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28045;24;28;BOISSY EN DROUAIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28046;24;28;BOISSY LES PERCHE;CENTRE VAL DE LOIRE;EURE ET LOIR;28340;28340;28340;'28340
28047;24;28;BOISVILLE LA SAINT PERE;CENTRE VAL DE LOIRE;EURE ET LOIR;28150;28150;28150;'28150
28048;24;28;BOURDINIERE SAINT LOUP;CENTRE VAL DE LOIRE;EURE ET LOIR;28360;28360;28360;'28360
28049;24;28;BONCE;CENTRE VAL DE LOIRE;EURE ET LOIR;28150;28150;28150;'28150
28050;24;28;BONCOURT;CENTRE VAL DE LOIRE;EURE ET LOIR;28260;28260;28260;'28260
28051;24;28;BONNEVAL;CENTRE VAL DE LOIRE;EURE ET LOIR;28800;28800;28800;'28800
28052;24;28;BOUGLAINVAL;CENTRE VAL DE LOIRE;EURE ET LOIR;28130;28130;28130;'28130
28053;24;28;BOULLAY LES DEUX EGLISES;CENTRE VAL DE LOIRE;EURE ET LOIR;28170;28170;28170;'28170
28054;24;28;BOULLAY MIVOYE;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28055;24;28;BOULLAY THIERRY;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28056;24;28;BOUTIGNY PROUAIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28410;28410;28410;'28410
28057;24;28;BOUVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28800;28800;28800;'28800
28058;24;28;BRECHAMPS;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28059;24;28;BREZOLLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28060;24;28;BRICONVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28061;24;28;BROU;CENTRE VAL DE LOIRE;EURE ET LOIR;28160;28160;28160;'28160
28062;24;28;BROUE;CENTRE VAL DE LOIRE;EURE ET LOIR;28410;28410;28410;'28410
28063;;;BRUNELLES;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28064;24;28;BU;CENTRE VAL DE LOIRE;EURE ET LOIR;28410;28410;28410;'28410
28065;24;28;BULLAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28800;28800;28800;'28800
28067;24;28;CERNAY;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28068;24;28;CHALLET;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28070;24;28;CHAMPHOL;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28071;24;28;CHAMPROND EN GATINE;CENTRE VAL DE LOIRE;EURE ET LOIR;28240;28240;28240;'28240
28072;24;28;CHAMPROND EN PERCHET;CENTRE VAL DE LOIRE;EURE ET LOIR;28400;28400;28400;'28400
28073;24;28;CHAMPSERU;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28074;24;28;CHAPELLE D AUNAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28075;24;28;CHAPELLE DU NOYER;CENTRE VAL DE LOIRE;EURE ET LOIR;28200;28200;28200;'28200
28076;24;28;CHAPELLE FORAINVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28077;24;28;CHAPELLE FORTIN;CENTRE VAL DE LOIRE;EURE ET LOIR;28340;28340;28340;'28340
28078;24;28;CHAPELLE GUILLAUME;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28079;24;28;CHAPELLE ROYALE;CENTRE VAL DE LOIRE;EURE ET LOIR;28290;28290;28290;'28290
28080;24;28;CHARBONNIERES;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28081;24;28;CHARONVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28082;24;28;CHARPONT;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28084;24;28;CHARTAINVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28130;28130;28130;'28130
28085;24;28;CHARTRES;CENTRE VAL DE LOIRE;EURE ET LOIR;28000;28000;28000;'28000
28086;24;28;CHASSANT;CENTRE VAL DE LOIRE;EURE ET LOIR;28480;28480;28480;'28480
28087;24;28;CHATAINCOURT;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28088;24;28;CHATEAUDUN;CENTRE VAL DE LOIRE;EURE ET LOIR;28200;28200;28200;'28200
28089;24;28;CHATEAUNEUF EN THYMERAIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28170;28170;28170;'28170
28090;24;28;CHATELETS;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28091;24;28;CHATELLIERS NOTRE DAME;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28092;24;28;CHATENAY;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28094;24;28;CHAUDON;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28095;24;28;CHAUFFOURS;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28096;24;28;CHAUSSEE D IVRY;CENTRE VAL DE LOIRE;EURE ET LOIR;28260;28260;28260;'28260
28098;24;28;CHERISY;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28099;24;28;CHUISNES;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28100;24;28;CINTRAY;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28102;24;28;CLEVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28103;24;28;CLOYES LES TROIS RIVIERES;CENTRE VAL DE LOIRE;EURE ET LOIR;28220;28220;28220;'28220
28104;24;28;COLTAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28105;24;28;COMBRES;CENTRE VAL DE LOIRE;EURE ET LOIR;28480;28480;28480;'28480
28106;24;28;CONIE MOLITARD;CENTRE VAL DE LOIRE;EURE ET LOIR;28200;28200;28200;'28200
28107;24;28;CORANCEZ;CENTRE VAL DE LOIRE;EURE ET LOIR;28630;28630;28630;'28630
28108;24;28;CORMAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28109;24;28;CORVEES LES YYS;CENTRE VAL DE LOIRE;EURE ET LOIR;28240;28240;28240;'28240
28110;24;28;COUDRAY;CENTRE VAL DE LOIRE;EURE ET LOIR;28630;28630;28630;'28630
28111;24;28;COUDRAY AU PERCHE;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28112;;;COUDRECEAU;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28113;24;28;COULOMBS;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28114;24;28;COURBEHAYE;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28116;24;28;COURVILLE SUR EURE;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28117;24;28;CRECY COUVE;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28118;24;28;CROISILLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28119;24;28;CROIX DU PERCHE;CENTRE VAL DE LOIRE;EURE ET LOIR;28480;28480;28480;'28480
28120;24;28;CRUCEY VILLAGES;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28121;24;28;DAMBRON;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28122;24;28;DAMMARIE;CENTRE VAL DE LOIRE;EURE ET LOIR;28360;28360;28360;'28360
28123;24;28;DAMPIERRE SOUS BROU;CENTRE VAL DE LOIRE;EURE ET LOIR;28160;28160;28160;'28160
28124;24;28;DAMPIERRE SUR AVRE;CENTRE VAL DE LOIRE;EURE ET LOIR;28350;28350;28350;'28350
28125;;;DAMPIERRE SUR BLEVY;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28126;24;28;DANCY;CENTRE VAL DE LOIRE;EURE ET LOIR;28800;28800;28800;'28800
28127;24;28;DANGEAU;CENTRE VAL DE LOIRE;EURE ET LOIR;28160;28160;28160;'28160
28128;24;28;DANGERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28129;24;28;DENONVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28130;24;28;DIGNY;CENTRE VAL DE LOIRE;EURE ET LOIR;28250;28250;28250;'28250
28132;24;28;DONNEMAIN SAINT MAMES;CENTRE VAL DE LOIRE;EURE ET LOIR;28200;28200;28200;'28200
28134;24;28;DREUX;CENTRE VAL DE LOIRE;EURE ET LOIR;28100;28100;28100;'28100
28135;24;28;DROUE SUR DROUETTE;CENTRE VAL DE LOIRE;EURE ET LOIR;28230;28230;28230;'28230
28136;24;28;ECLUZELLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28137;24;28;ECROSNES;CENTRE VAL DE LOIRE;EURE ET LOIR;28320;28320;28320;'28320
28139;24;28;EPEAUTROLLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28140;24;28;EPERNON;CENTRE VAL DE LOIRE;EURE ET LOIR;28230;28230;28230;'28230
28141;24;28;ERMENONVILLE LA GRANDE;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28142;24;28;ERMENONVILLE LA PETITE;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28143;24;28;ESCORPAIN;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28144;24;28;ETILLEUX;CENTRE VAL DE LOIRE;EURE ET LOIR;28330;28330;28330;'28330
28145;;;FAINS LA FOLIE;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28146;24;28;FAVEROLLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28147;24;28;FAVIERES;CENTRE VAL DE LOIRE;EURE ET LOIR;28170;28170;28170;'28170
28148;24;28;FAVRIL;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28149;24;28;FERTE VIDAME;CENTRE VAL DE LOIRE;EURE ET LOIR;28340;28340;28340;'28340
28151;24;28;FESSANVILLIERS MATTANVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28153;24;28;FLACEY;CENTRE VAL DE LOIRE;EURE ET LOIR;28800;28800;28800;'28800
28154;24;28;FONTAINE LA GUYON;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28155;24;28;FONTAINE LES RIBOUTS;CENTRE VAL DE LOIRE;EURE ET LOIR;28170;28170;28170;'28170
28156;24;28;FONTAINE SIMON;CENTRE VAL DE LOIRE;EURE ET LOIR;28240;28240;28240;'28240
28157;24;28;FONTENAY SUR CONIE;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28158;24;28;FONTENAY SUR EURE;CENTRE VAL DE LOIRE;EURE ET LOIR;28630;28630;28630;'28630
28159;24;28;FRAMBOISIERE;CENTRE VAL DE LOIRE;EURE ET LOIR;28250;28250;28250;'28250
28160;24;28;FRANCOURVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28161;24;28;FRAZE;CENTRE VAL DE LOIRE;EURE ET LOIR;28160;28160;28160;'28160
28162;24;28;FRESNAY LE COMTE;CENTRE VAL DE LOIRE;EURE ET LOIR;28360;28360;28360;'28360
28163;24;28;FRESNAY LE GILMERT;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28164;24;28;FRESNAY L EVEQUE;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28165;;;FRETIGNY;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28166;24;28;FRIAIZE;CENTRE VAL DE LOIRE;EURE ET LOIR;28240;28240;28240;'28240
28167;24;28;FRUNCE;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28168;24;28;GALLARDON;CENTRE VAL DE LOIRE;EURE ET LOIR;28320;28320;28320;'28320
28169;24;28;GARANCIERES EN BEAUCE;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28170;24;28;GARANCIERES EN DROUAIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28171;24;28;GARNAY;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28172;24;28;GAS;CENTRE VAL DE LOIRE;EURE ET LOIR;28320;28320;28320;'28320
28173;24;28;GASVILLE OISEME;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28174;;;GATELLES;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28175;24;28;GAUDAINE;CENTRE VAL DE LOIRE;EURE ET LOIR;28400;28400;28400;'28400
28176;24;28;GAULT SAINT DENIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28800;28800;28800;'28800
28177;24;28;GELLAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28630;28630;28630;'28630
28178;24;28;GERMAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28179;;;GERMIGNONVILLE;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28180;24;28;GILLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28260;28260;28260;'28260
28182;24;28;GOHORY;CENTRE VAL DE LOIRE;EURE ET LOIR;28160;28160;28160;'28160
28183;24;28;GOMMERVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28184;24;28;GOUILLONS;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28185;24;28;GOUSSAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28410;28410;28410;'28410
28187;24;28;GUAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28260;28260;28260;'28260
28188;24;28;GUE DE LONGROI;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28189;24;28;GUILLEVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28190;24;28;GUILLONVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28191;24;28;HANCHES;CENTRE VAL DE LOIRE;EURE ET LOIR;28130;28130;28130;'28130
28192;24;28;HAPPONVILLIERS;CENTRE VAL DE LOIRE;EURE ET LOIR;28480;28480;28480;'28480
28193;24;28;HAVELU;CENTRE VAL DE LOIRE;EURE ET LOIR;28410;28410;28410;'28410
28194;24;28;HOUVILLE LA BRANCHE;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28195;24;28;HOUX;CENTRE VAL DE LOIRE;EURE ET LOIR;28130;28130;28130;'28130
28196;24;28;ILLIERS COMBRAY;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
28197;24;28;INTREVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28198;24;28;JALLANS;CENTRE VAL DE LOIRE;EURE ET LOIR;28200;28200;28200;'28200
28199;24;28;JANVILLE EN BEAUCE;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28199;;;JANVILLE;#N/A;#N/A;28310;28310;28310;'28310
28200;24;28;JAUDRAIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28250;28250;28250;'28250
28201;24;28;JOUY;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28202;24;28;LAMBLORE;CENTRE VAL DE LOIRE;EURE ET LOIR;28340;28340;28340;'28340
28203;24;28;LANDELLES;CENTRE VAL DE LOIRE;EURE ET LOIR;28190;28190;28190;'28190
28206;24;28;LAONS;CENTRE VAL DE LOIRE;EURE ET LOIR;28270;28270;28270;'28270
28207;24;28;LETHUIN;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28208;24;28;LEVAINVILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28700;28700;28700;'28700
28209;24;28;LEVES;CENTRE VAL DE LOIRE;EURE ET LOIR;28300;28300;28300;'28300
28210;24;28;LEVESVILLE LA CHENARD;CENTRE VAL DE LOIRE;EURE ET LOIR;28310;28310;28310;'28310
28211;24;28;LOGRON;CENTRE VAL DE LOIRE;EURE ET LOIR;28200;28200;28200;'28200
28212;24;28;LOIGNY LA BATAILLE;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28213;24;28;LORMAYE;CENTRE VAL DE LOIRE;EURE ET LOIR;28210;28210;28210;'28210
28214;24;28;LOUPE;CENTRE VAL DE LOIRE;EURE ET LOIR;28240;28240;28240;'28240
28215;24;28;LOUVILLE LA CHENARD;CENTRE VAL DE LOIRE;EURE ET LOIR;28150;28150;28150;'28150
28216;24;28;LOUVILLIERS EN DROUAIS;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28217;24;28;LOUVILLIERS LES PERCHE;CENTRE VAL DE LOIRE;EURE ET LOIR;28250;28250;28250;'28250
28218;24;28;LUCE;CENTRE VAL DE LOIRE;EURE ET LOIR;28110;28110;28110;'28110
28219;24;28;LUIGNY;CENTRE VAL DE LOIRE;EURE ET LOIR;28480;28480;28480;'28480
28220;24;28;LUISANT;CENTRE VAL DE LOIRE;EURE ET LOIR;28600;28600;28600;'28600
28221;24;28;LUMEAU;CENTRE VAL DE LOIRE;EURE ET LOIR;28140;28140;28140;'28140
28222;24;28;LUPLANTE;CENTRE VAL DE LOIRE;EURE ET LOIR;28360;28360;28360;'28360
28223;24;28;LURAY;CENTRE VAL DE LOIRE;EURE ET LOIR;28500;28500;28500;'28500
28225;24;28;MAGNY;CENTRE VAL DE LOIRE;EURE ET LOIR;28120;28120;28120;'28120
